chunk_id,source,page,section,subsection,recommendation_id,chunk_type,chars,chunk_text
WHO_pg13_other-studies_chunk5,WHO,12,Other studies,,,paragraph,1024,"Source: WHO
Section: Other studies

A meta-analysis by Longombe et al. (2022) (70) of pooled individual patient-level data from three trials in Africa and Asia (65-67) (including 5075 intention- to-treat [ITT] participants and 4729 per protocol [PP] participants analysed for the primary outcome)
reported a reduced risk of the primary outcome (poor clinical outcome defined as death by day 15, treatment failure by day 7 or non-fatal relapse between days 8 and 15) in infants who received oral amoxicillin for 7 days and gentamicin IM for 7 days (= intervention group) compared with the infants who received the standard of care (procaine penicillin and gentamicin IM for 7 days) (= control group)
(ITT analysis RR 0.84, 95% CI: 0.72 to 0.99; PP analysis RR 0.81, 95% CI: 0.69 to 0.96). Longombe et al.
concluded that oral amoxicillin plus gentamicin IM regimens may be superior to the procaine penicillin plus gentamicin IM regimens for treatment of young infants with PSBI when

referral to hospital is not feasible (70)."
WHO_pg14_evidence_chunk1,WHO,13,evidence,,,paragraph,844,"Source: WHO
Section: evidence

■Increased all-cause mortality and treatment failure ■Decreased treatment success ■No evidence for treatment success, hospitalizations, adverse events and neuro- developmental impairment/ disability ■Little or no difference in all- cause mortality, treatment failure, treatment success, relapse and hospitalizations ■No evidence for adverse events and neuro- developmental impairment/ disability ■Decreased treatment failure ■Little or no difference in all- cause mortality and relapse ■No evidence for treatment success, hospitalizations, and adverse events and neuro- developmental impairment/ disability ■Decreased treatment failure ■Little or no difference in all- cause mortality, relapse and adverse events ■No evidence for treatment success, hospitalizations and neuro- developmental impairment/ disability"
WHO_pg14_see-table-2-1_chunk1,WHO,13,ᵃ See Table 2.1.,,,table,983,"Source: WHO
Section: ᵃ See Table 2.1.

Evidence Profile
• Comparisons: Summary of effectiveness evidence | Intervention 1: oral cotrimoxazole for 7 days plus gentamicin IM for 7 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: ■ Increased all-cause mortality and treatment failure ■ Decreased treatment success ■ No evidence for treatment success, hospitalizations, adverse events and neuro- developmental impairment/ disability | Intervention 2: procaine penicillin IM for 2 days plus gentamicin IM for 2 days followed by oral amoxicillin for 5 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: ■ Little or no difference in all- cause mortality, treatment failure, treatment success, relapse and hospitalizations ■ No evidence for adverse events and neuro- developmental impairment/ disability | Intervention 3: oral amoxicillin for 7 days plus gentamicin IM for 2 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: ■ Decreased treatment"
WHO_pg14_see-table-2-1_chunk2,WHO,13,ᵃ See Table 2.1.,,,table,624,"Source: WHO
Section: ᵃ See Table 2.1.

failure ■ Little or no difference in all- cause mortality and relapse ■ No evidence for treatment success, hospitalizations, and adverse events and neuro- developmental impairment/ disability | Intervention 4: oral amoxicillin for 7 days plus gentamicin IM for 7 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: ■ Decreased treatment failure ■ Little or no difference in all- cause mortality, relapse and adverse events ■ No evidence for treatment success, hospitalizations and neuro- developmental impairment/ disability
• Comparisons: Evidence-to-Decision summary ᵃ
•"
WHO_pg14_see-table-2-1_chunk3,WHO,13,ᵃ See Table 2.1.,,,table,398,"Source: WHO
Section: ᵃ See Table 2.1.

Comparisons: Benefits | Intervention 1: oral cotrimoxazole for 7 days plus gentamicin IM for 7 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Moderate decrease | Intervention 2: procaine penicillin IM for 2 days plus gentamicin IM for 2 days followed by oral amoxicillin for 5 days vs Comparator: penicillin IM plus gentamicin IM for 7 days:"
WHO_pg14_see-table-2-1_chunk4,WHO,13,ᵃ See Table 2.1.,,,table,986,"Source: WHO
Section: ᵃ See Table 2.1.

Comparisons: Benefits | Intervention 1: oral cotrimoxazole for 7 days plus gentamicin IM for 7 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Moderate decrease | Intervention 2: procaine penicillin IM for 2 days plus gentamicin IM for 2 days followed by oral amoxicillin for 5 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Trivial or no difference | Intervention 3: oral amoxicillin for 7 days plus gentamicin IM for 2 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Small increase | Intervention 4: oral amoxicillin for 7 days plus gentamicin IM for 7 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Small increase
• Comparisons: Harms | Intervention 1: oral cotrimoxazole for 7 days plus gentamicin IM for 7 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Don’t know | Intervention 2: procaine penicillin IM for 2 days plus gentamicin IM for 2 days followed"
WHO_pg14_see-table-2-1_chunk5,WHO,13,ᵃ See Table 2.1.,,,table,980,"Source: WHO
Section: ᵃ See Table 2.1.

Trivial or no difference | Intervention 3: oral amoxicillin for 7 days plus gentamicin IM for 2 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Small increase | Intervention 4: oral amoxicillin for 7 days plus gentamicin IM for 7 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Small increase
• Comparisons: Harms | Intervention 1: oral cotrimoxazole for 7 days plus gentamicin IM for 7 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Don’t know | Intervention 2: procaine penicillin IM for 2 days plus gentamicin IM for 2 days followed by oral amoxicillin for 5 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Trivial or no difference | Intervention 3: oral amoxicillin for 7 days plus gentamicin IM for 2 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Don’t know | Intervention 4: oral amoxicillin for 7 days plus gentamicin IM for 7 days vs Comparator:"
WHO_pg14_see-table-2-1_chunk6,WHO,13,ᵃ See Table 2.1.,,,table,988,"Source: WHO
Section: ᵃ See Table 2.1.

Trivial or no difference | Intervention 3: oral amoxicillin for 7 days plus gentamicin IM for 2 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Don’t know | Intervention 4: oral amoxicillin for 7 days plus gentamicin IM for 7 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Trivial or no difference
• Comparisons: Antimicrobial resistance | Intervention 1: oral cotrimoxazole for 7 days plus gentamicin IM for 7 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Small concerns | Intervention 2: procaine penicillin IM for 2 days plus gentamicin IM for 2 days followed by oral amoxicillin for 5 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Small concerns | Intervention 3: oral amoxicillin for 7 days plus gentamicin IM for 2 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Small concerns | Intervention 4: oral amoxicillin for 7 days plus gentamicin IM for 7 days"
WHO_pg14_see-table-2-1_chunk7,WHO,13,ᵃ See Table 2.1.,,,table,285,"Source: WHO
Section: ᵃ See Table 2.1.

vs Comparator: penicillin IM plus gentamicin IM for 7 days: Small concerns
• Comparisons: Balance of effects | Intervention 1: oral cotrimoxazole for 7 days plus gentamicin IM for 7 days vs Comparator: penicillin IM plus gentamicin IM for 7 days:"
WHO_pg14_see-table-2-1_chunk8,WHO,13,ᵃ See Table 2.1.,,,table,980,"Source: WHO
Section: ᵃ See Table 2.1.

Favours control | Intervention 2: procaine penicillin IM for 2 days plus gentamicin IM for 2 days followed by oral amoxicillin for 5 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Does not favour intervention or control | Intervention 3: oral amoxicillin for 7 days plus gentamicin IM for 2 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Probably favours intervention | Intervention 4: oral amoxicillin for 7 days plus gentamicin IM for 7 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Probably favours intervention
• Comparisons: Certainty | Intervention 1: oral cotrimoxazole for 7 days plus gentamicin IM for 7 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Moderate | Intervention 2: procaine penicillin IM for 2 days plus gentamicin IM for 2 days followed by oral amoxicillin for 5 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Low to moderate |"
WHO_pg14_see-table-2-1_chunk9,WHO,13,ᵃ See Table 2.1.,,,table,987,"Source: WHO
Section: ᵃ See Table 2.1.

Intervention 3: oral amoxicillin for 7 days plus gentamicin IM for 2 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Low | Intervention 4: oral amoxicillin for 7 days plus gentamicin IM for 7 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Low
• Comparisons: Values | Intervention 1: oral cotrimoxazole for 7 days plus gentamicin IM for 7 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Probably no variability | Intervention 2: procaine penicillin IM for 2 days plus gentamicin IM for 2 days followed by oral amoxicillin for 5 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Probably no variability | Intervention 3: oral amoxicillin for 7 days plus gentamicin IM for 2 days vs Comparator: penicillin IM plus gentamicin IM for 7 days: Probably no variability | Intervention 4: oral amoxicillin for 7 days plus gentamicin IM for 7 days vs Comparator: penicillin IM plus gentamicin"
